SNP1 SNP2 Zscore ZP 
X10 X11 -0.17092331265717 0.864284065551289
X1 X12 1.64017553294602 0.100968675006519
X2 X12 -0.320733935573786 0.748412027958917
X3 X12 1.8593518251986 0.0629772855378358
X4 X12 -0.720947417769446 0.470941867047207
X5 X12 -1.54357978412676 0.122690165558881
X7 X12 1.35480865684459 0.17547852777771
X8 X12 0.279438306518152 0.77990847706305
X9 X12 0.312734717558201 0.754482216833838
X10 X12 1.00367708301872 0.315534286642767
X11 X12 1.26054429908183 0.207473077850493
X0 X13 0.268447197579552 0.788355113805882
X1 X13 0.126977947039569 0.898957852960791
X3 X13 -0.38007596058092 0.70388902983694
X4 X13 0.611346794933162 0.540970017702392
X5 X13 -1.23600933017217 0.216455095561328
X6 X13 0.845386777287906 0.397894924702757
X7 X13 -2.17587555469701 0.0295645671443006
X8 X13 -1.55757722088586 0.119333502009505
X9 X13 1.18239566968452 0.237048740618512
X10 X13 -1.30750303034674 0.19104192640975
X12 X13 0.299323060122087 0.764693561259688
X0 X14 0.607608464809091 0.543447185304424
X2 X14 -0.664842892827983 0.506150984919943
X3 X14 0.460246003362523 0.645339654056189
X4 X14 0.197194045488041 0.843675690144765
X5 X14 1.84828513572242 0.0645611049041741
X6 X14 -0.320881816169511 0.7482999544526
X7 X14 0.182876130461537 0.854895212170317
X9 X14 -0.74246511739044 0.4578055789058
X10 X14 0.390901994306113 0.695869679788106
X11 X14 0.888332277954375 0.374362041927819
X12 X14 1.06913076313556 0.285010751456503
X0 X15 -0.4538542004738 0.64993376968571
X1 X15 -0.647288534874823 0.517445220378539
X3 X15 0.690803475489642 0.48968905118
X4 X15 0.862414503217192 0.388459462403388
X5 X15 -0.785384821654274 0.432227977268026
X7 X15 0.224370314011315 0.822469167843719
X8 X15 1.03537534349162 0.300493655948633
X9 X15 -0.70419211608268 0.481313140120715
X10 X15 0.168295841067507 0.866350545547152
X11 X15 0.26155052760233 0.793667989704948
X12 X15 -0.209122511679918 0.834352601431183
X13 X15 1.40618908068911 0.159667985725934
X14 X15 -0.978487334190315 0.327833352643958
X0 X16 1.53877173901772 0.123860031529517
X1 X16 -0.260792581560409 0.794252465595981
X2 X16 -0.363347368635435 0.716345412627109
X3 X16 1.83226671181115 0.0669116940078539
X4 X16 0.140578768942236 0.888202721583333
X5 X16 1.61999036853513 0.105234345880324
X6 X16 0.343548637265493 0.73118575744167
X7 X16 1.00762211063932 0.313635910128762
X8 X16 2.10241788677128 0.0355166856948722
X9 X16 1.17501154286736 0.239990097819468
X12 X16 0.40541633141563 0.685171508397623
X13 X16 -1.15316854878469 0.248841210008214
X14 X16 1.74491437391976 0.0809997749180832
X0 X17 0.829269331657598 0.406952020728713
X1 X17 -0.162560249579436 0.870864686830698
X3 X17 -0.84467164489282 0.39829419521031
X4 X17 -2.02730344445357 0.0426313894793666
X5 X17 -0.349039815313612 0.727059418705323
X6 X17 0.379208178419715 0.704533278830178
X7 X17 0.772424574446598 0.439863003663297
X8 X17 -0.335621869178294 0.737156030450384
X10 X17 -0.37782510006322 0.705560526298192
X11 X17 -0.378392656408878 0.705138922710928
X12 X17 -0.588889924534716 0.555935117016686
X14 X17 -0.984045314132772 0.325093233171167
X15 X17 1.07758903758485 0.281217196548549
X16 X17 -0.485787851897837 0.627117588263843
X0 X18 -0.669657596377084 0.503076088727322
X1 X18 -0.67179384291468 0.50171494900228
X2 X18 -0.177655960518813 0.858993173374224
X3 X18 -0.606381621600254 0.544261369617244
X4 X18 -0.637141898326457 0.524032419315642
X5 X18 -1.30803202980197 0.190862445634356
X6 X18 0.25071880694588 0.802031519169059
X7 X18 0.833028020366376 0.404828926527589
X8 X18 0.228668837262661 0.819126317325113
X9 X18 -1.00072917136444 0.316957760269826
X10 X18 -1.24035153286862 0.214845399420526
X11 X18 -0.704751707268123 0.480964766754956
X12 X18 -0.21425245670745 0.830350191158815
X13 X18 2.30328213669735 0.02126297403919
X15 X18 -0.613484761088236 0.539555855930725
X16 X18 0.308105876662565 0.758001769684354
X17 X18 0.891759927288535 0.372521624858317
X0 X19 0.842810209098277 0.399334597392774
X1 X19 1.31692236275178 0.18786464969236
X2 X19 -0.396681342496539 0.691602460310542
X3 X19 0.382932376164434 0.701769905005793
X4 X19 -1.06810587862126 0.285472754422957
X6 X19 0.362270752821873 0.717149711789576
X7 X19 -0.258314153611931 0.796164463848707
X8 X19 -1.17232553562274 0.241066383184918
X9 X19 1.12761803794764 0.259481265494739
X10 X19 0.309970255725563 0.756583575574329
X11 X19 1.38884773365105 0.164879056679561
X13 X19 1.16533188819279 0.243884676069854
X14 X19 0.451953680579923 0.651302351477453
X15 X19 0.387178825989886 0.698623824487693
X16 X19 1.55883238197071 0.119036057752123
X17 X19 1.44862697066077 0.147441785009871
X18 X19 0.148075956885762 0.882282823875422
X0 X20 2.05773106330171 0.0396159567579326
X1 X20 -0.744936735007219 0.456309966376319
X2 X20 1.41111756404468 0.158209951865542
X4 X20 -0.499445347973979 0.617465679085004
X5 X20 1.47232948299766 0.140931925398522
X6 X20 0.521049477411481 0.602332304743361
X7 X20 0.379852555547717 0.704054867378402
X8 X20 0.459218411734914 0.64607733018543
X9 X20 -0.511779336929752 0.608805453339205
X10 X20 0.844473036638686 0.398405124363705
X11 X20 0.378792365681046 0.704842056977612
X12 X20 0.687377582274752 0.491844820693016
X13 X20 1.50249894952227 0.132968299034722
X14 X20 -0.821672924528134 0.411263072820082
X15 X20 -2.09642541435949 0.036044469887967
X16 X20 -0.65520862104628 0.512333444504187
X17 X20 -0.423694811135073 0.671788399868539
X18 X20 0.724391285721309 0.468825548257067
X19 X20 0.136259728091766 0.891615959215378
X0 X21 -0.873560966579601 0.382357391065346
X1 X21 0.978477132048863 0.327838396104953
X2 X21 -0.866823112053895 0.386038936614196
X3 X21 -0.219517372556433 0.826247048525742
X4 X21 -0.776872281812379 0.437234126058573
X5 X21 1.7682911134463 0.0770122487683524
X7 X21 -1.22628478614054 0.220091524510671
X8 X21 -2.19366436201569 0.0282595476643052
X10 X21 0.587368040084077 0.556956553620455
X11 X21 0.57548428527027 0.564963815674835
X12 X21 0.450238920531928 0.652538175250841
X13 X21 -0.524667297955042 0.599814494458911
X14 X21 -0.376493157967105 0.706550301113946
X15 X21 1.54135734466949 0.123229839433548
X16 X21 0.456963825108435 0.647697047093006
X17 X21 -0.440681920647231 0.659443286940556
X18 X21 0.521596291132504 0.601951446187668
X19 X21 -0.861670776425942 0.388868711347557
X20 X21 -0.676327764018153 0.498832568985851
X0 X22 0.267064737495427 0.789419317193162
X1 X22 -1.76504744287154 0.077555792555819
X2 X22 0.238305425921188 0.811644213286153
X3 X22 -0.821985559873024 0.411085115370677
X4 X22 -0.432421593956841 0.665435026409051
X6 X22 0.851329768242928 0.394586193181219
X7 X22 1.1936316562144 0.232622085307829
X9 X22 -0.251499817939003 0.801427702933676
X10 X22 -0.662182466640735 0.507854289568323
X11 X22 -1.37100766522115 0.170372566555189
X12 X22 -0.219785892613157 0.826037907072048
X13 X22 -0.834956027109551 0.403742467351694
X14 X22 0.565072880783006 0.572024193449174
X15 X22 0.415651717541907 0.677664876598163
X16 X22 1.51086997360982 0.130821582349992
X17 X22 -1.81318131949245 0.069803860048382
X18 X22 -0.473001903091548 0.636211821436062
X19 X22 2.53479954498286 0.0112511688162423
X20 X22 1.70025015276247 0.0890838822480617
X21 X22 0.656860118066038 0.511270864202644
X1 X23 2.04202834356845 0.0411487198872797
X2 X23 1.09434560782925 0.27380342962436
X3 X23 -1.83529300540673 0.0664622868990666
X4 X23 -1.18267111639215 0.236939515593161
X5 X23 -0.167409414879993 0.867047917713197
X6 X23 -1.2400264428361 0.214965613777102
X7 X23 1.01538043654679 0.309924514932971
X9 X23 -0.48491122320989 0.627739320834709
X10 X23 -1.04867967352732 0.294325572503676
X11 X23 -0.570458191704546 0.56836697078726
X12 X23 -3.31542686658267 0.000915032802304698
X13 X23 -0.171845036562855 0.863559358089446
X14 X23 -1.34891498469257 0.177364274558383
X15 X23 1.05822890319953 0.289951097190472
X16 X23 0.270361680295534 0.786882017385565
X17 X23 -1.85650655010671 0.063381390267516
X18 X23 0.476768986784498 0.6335266320982
X19 X23 -0.80322109551268 0.421846954547993
X20 X23 -0.965486766469577 0.334301061143714
X21 X23 -0.761984368114773 0.446069333883413
X22 X23 -0.640518931451975 0.521835285352313
X0 X24 1.0897861717555 0.275807346710543
X1 X24 -0.207158540148498 0.835886045098159
X2 X24 -0.411856586806201 0.680444542553304
X3 X24 -0.186876080265684 0.851757793982877
X4 X24 0.616472440066108 0.537582755948703
X5 X24 0.280531326740566 0.779069894666985
X6 X24 0.734062964456439 0.462910364168836
X7 X24 0.709137697583199 0.478239031303601
X8 X24 -0.660507263750655 0.508928358689394
X9 X24 0.282086021411994 0.7778775514712
X10 X24 1.14013316801236 0.25423082546807
X11 X24 0.560773901483174 0.574951680436694
X12 X24 -1.00140466738661 0.316631208522394
X14 X24 -0.409785109653715 0.681963590164789
X15 X24 -1.1533781815969 0.248755192882939
X16 X24 -0.918806542970705 0.358196769539296
X17 X24 -0.369526035888971 0.71173567041878
X18 X24 -1.27866425001119 0.201015314006542
X19 X24 0.893521230582581 0.371578107897174
X20 X24 1.35885760526002 0.174191715128953
X21 X24 0.831343500526329 0.40577960687347
X22 X24 1.09430871178766 0.27381960575846
X23 X24 -1.21138897987419 0.225746360901605
X0 X25 -0.662064531319069 0.507929865754492
X1 X25 0.368740893927975 0.712320864415848
X2 X25 0.486941980538266 0.626299447746467
X3 X25 0.367235051526327 0.713443695745827
X4 X25 0.658972836624754 0.509913211803701
X5 X25 -0.169236896904971 0.865610308814437
X6 X25 -0.709167042105624 0.478220823213527
X7 X25 1.93545403180891 0.0529346043724659
X8 X25 -0.545325764296708 0.585529487277271
X9 X25 0.937303164156465 0.348602635817464
X10 X25 0.521204320320062 0.602224444846441
X11 X25 -0.912756633545157 0.361370550926281
X12 X25 0.162748403134337 0.870716534820616
X14 X25 -1.13084721219889 0.258119404611575
X15 X25 1.52328680243926 0.127686967515251
X16 X25 0.320980908543987 0.748224858800077
X17 X25 0.47028802176105 0.638149254160864
X18 X25 -0.151140670982992 0.879864750188294
X20 X25 0.897550178421621 0.369425410467633
X21 X25 1.11396162316215 0.265295650816105
X22 X25 0.29364900107366 0.769026128159277
X23 X25 0.386367985055778 0.699224157000562
X24 X25 0.324257570676779 0.745743039396976
X0 X26 0.137301507375533 0.890792479008174
X1 X26 0.613610569049865 0.539472697723173
X2 X26 0.761408699375182 0.446412993000436
X3 X26 -0.772134801765197 0.440034591867734
X4 X26 -0.899907288299166 0.368169591184088
X5 X26 -1.72054165539002 0.0853340285935523
X6 X26 -0.851095086852576 0.394716534450204
X7 X26 0.249731605837167 0.802794914526274
X8 X26 -0.693053513754048 0.488275969032375
X9 X26 0.429416283390744 0.667620305798686
X10 X26 0.64289598856434 0.5202915925155
X11 X26 -0.300245259774479 0.763990084326996
X12 X26 -0.231114593176518 0.817225778281135
X13 X26 0.791334185632127 0.428749004547223
X14 X26 0.282979855208621 0.777192279337951
X15 X26 1.33433612388638 0.182093723804135
X17 X26 0.467817858561488 0.639914848447232
X18 X26 -1.06694501937789 0.285996663996579
X19 X26 1.04904420636023 0.294157773041759
X20 X26 0.676376038299471 0.498801926678686
X21 X26 2.75059452880495 0.00594872253542813
X22 X26 0.979969301434651 0.327101272277876
X23 X26 1.14172514423158 0.253568285796165
X24 X26 0.352460335960827 0.724493059641957
X25 X26 0.744263681806628 0.45671696844989
X0 X27 1.04106094054348 0.297847265964648
X1 X27 -0.452545237261134 0.650876239847426
X2 X27 -0.234906829780432 0.814281048485046
X3 X27 0.444141648028631 0.656940176969369
X4 X27 0.790256198052403 0.429378161870111
X5 X27 -0.524640339369849 0.599833238570215
X6 X27 -1.1902325929941 0.233954986115086
X7 X27 0.519906919473207 0.60312845239726
X8 X27 -2.20589291504677 0.0273914984198379
X9 X27 -1.11998498613214 0.262720160123284
X10 X27 -0.222326410915714 0.824059793603609
X11 X27 0.950353259812334 0.341932785027537
X12 X27 0.710797681942414 0.477209617301517
X13 X27 0.901493782792583 0.367325837979413
X14 X27 -1.36878848050678 0.17106540276644
X15 X27 -0.316167901851537 0.751875069657546
X16 X27 0.314808100718371 0.752907360758596
X17 X27 -0.248171620845033 0.804001622899642
X18 X27 1.11985797734945 0.262774288188885
X19 X27 0.511912087066106 0.608712538411594
X20 X27 0.273562913599373 0.784420537743931
X21 X27 0.223767840919833 0.822937954680898
X22 X27 -1.61050767906438 0.107287070404482
X24 X27 -0.433860954123258 0.664389415222924
X25 X27 -0.340742505415733 0.733297436790311
X26 X27 -0.169054993079565 0.86575338561976
X0 X28 -0.244419619448657 0.80690584836471
X1 X28 0.383931408609868 0.701029286348816
X2 X28 0.208495370910016 0.834842196702813
X4 X28 -0.212647908297793 0.831601600522417
X5 X28 1.02759554538043 0.30414012051324
X6 X28 0.20102843255426 0.840676341903807
X7 X28 -0.246159971722664 0.80555840022616
X8 X28 -0.986573857767862 0.323851591232007
X9 X28 -0.685569520397308 0.492984607339433
X11 X28 1.2727410437583 0.20310994801811
X12 X28 -0.145155781584587 0.884587877273225
X13 X28 0.234239152916263 0.814799320746733
X14 X28 -1.68780859273456 0.0914479775963014
X15 X28 -0.724268436329025 0.46890095079435
X16 X28 -0.46949553591748 0.638715474971908
X17 X28 -1.74170183000712 0.0815606321325407
X18 X28 0.613815136070079 0.539337494018783
X19 X28 -0.404951813936761 0.685512930913722
X20 X28 -1.16076584420719 0.245737136657053
X21 X28 -0.677386426716957 0.498160807971418
X22 X28 -0.513127975890536 0.60786180327552
X23 X28 1.15661690964749 0.247428910531401
X24 X28 -0.519126167881479 0.603672761312244
X25 X28 -0.486653157026652 0.626504146319848
X26 X28 0.179968627025158 0.857177198028428
X27 X28 -2.1921650975504 0.0283675876512827
X0 X29 -1.12534513107239 0.26044281223741
X1 X29 -1.57847854392767 0.114455713517147
X2 X29 -1.78133521957208 0.0748577041327613
X3 X29 1.53398113944598 0.125034292797652
X4 X29 -0.571412008345504 0.567720390983485
X5 X29 1.49944514350094 0.133758189717374
X6 X29 -2.66632745984721 0.00766849582506394
X7 X29 -0.157716576943854 0.874680137471459
X8 X29 0.450848586744227 0.652098680658695
X9 X29 -0.806998496572851 0.419667349326597
X10 X29 1.31239603671692 0.189386543436925
X11 X29 -1.17085138192478 0.241658520324492
X12 X29 0.492620636664436 0.622280663751132
X13 X29 -0.572208707965885 0.567180588767051
X14 X29 -0.792937809028729 0.427814057532426
X16 X29 -0.46033411048507 0.645276420914679
X18 X29 0.879392997980452 0.379188227328868
X19 X29 1.13541199873002 0.25620273463432
X20 X29 -1.2567836465307 0.208831989316449
X21 X29 1.91863636262844 0.0550303703308835
X22 X29 -0.652774513978582 0.513901656325385
X23 X29 0.838777183440116 0.401594356700982
X24 X29 -1.76039157664607 0.0783414365631077
X25 X29 -1.57612852899843 0.114996185460286
X26 X29 0.257660186538227 0.796669175331563
X27 X29 -0.539717360084246 0.589391965966096
X28 X29 0.730803948841526 0.464898911224272
X1 X30 -1.41726325598962 0.156405973728008
X3 X30 -1.57731479853288 0.114723108967531
X4 X30 -0.182974681126194 0.854817884753542
X7 X30 0.319488105845209 0.749356409342037
X8 X30 -0.179197009977825 0.857783011419589
X9 X30 -1.43851499661408 0.150287985500585
X10 X30 2.20906665331269 0.0271700051488337
X11 X30 0.436600332172822 0.662401221712061
X12 X30 -0.582837863628179 0.560002453073219
X13 X30 0.722670496996922 0.469882345493931
X14 X30 1.60853215532357 0.107718679605469
X16 X30 1.60622347005664 0.10822481832231
X17 X30 -0.314715293128379 0.752977831641022
X18 X30 0.154531033604776 0.877191043815343
X19 X30 0.501818226190919 0.615795391139085
X20 X30 0.591846873870096 0.553953131569163
X21 X30 -0.810074348172443 0.417897446325264
X22 X30 -0.468821058463016 0.639197546320006
X23 X30 -0.575373565492871 0.565038678085503
X24 X30 -1.91695742867025 0.0552433402258832
X25 X30 0.923586500021067 0.355701645236306
X27 X30 -1.60843819631131 0.107739241817316
X28 X30 -1.01856479003402 0.308409627256293
X29 X30 0.336916064099149 0.736180175192013
X0 X31 0.935986742951785 0.349280013422058
X2 X31 0.29547346425919 0.767632220373075
X3 X31 -0.651090194436703 0.514988265862028
X4 X31 0.721318628581418 0.470713498135852
X5 X31 2.45992780949308 0.0138964965042712
X6 X31 1.14960239673237 0.25030767058197
X7 X31 0.398529921314796 0.690239606970958
X8 X31 -0.403568649932408 0.686529943044195
X9 X31 0.136782097803108 0.89120303451499
X10 X31 -0.39696196544536 0.691395508310772
X11 X31 1.37683410877448 0.1685635427057
X12 X31 -0.770452227708095 0.441031682662006
X13 X31 -0.239472123819763 0.810739509665425
X15 X31 -2.29146540993312 0.0219365102358398
X16 X31 -0.443779743712043 0.657201834876156
X17 X31 -0.998957015228526 0.317815514644422
X18 X31 2.90731010747868 0.00364551603547936
X19 X31 -0.307929993598854 0.758135602380746
X20 X31 -1.08836651246027 0.27643333847324
X22 X31 -0.658773417288381 0.510041279829374
X24 X31 0.355506134203004 0.722210450248899
X25 X31 1.6986129078494 0.0893921427688716
X26 X31 -0.923031507708319 0.355990785857963
X27 X31 -2.19215926784283 0.0283680084452177
X28 X31 -1.31953223670382 0.18699124024761
X29 X31 -1.32976245278816 0.183596550584999
X30 X31 -1.05955898087827 0.289345283140574
X0 X32 -1.36409576157372 0.172537428573763
X2 X32 0.376559493657754 0.706500994872073
X4 X32 1.14539544365527 0.252045384911603
X5 X32 -0.909223852520718 0.363231975945665
X6 X32 -0.184906458541834 0.853302405162867
X7 X32 -0.712327483427198 0.476262009029071
X8 X32 0.587453990436925 0.556898842341292
X9 X32 -1.20723476440043 0.227341745721181
X10 X32 -0.678346303731721 0.497552146407668
X11 X32 -0.701514348257439 0.482982083484081
X12 X32 -0.671823476313693 0.501696081381248
X13 X32 0.981460269945708 0.326365817470361
X14 X32 0.553302817860255 0.580056071837195
X15 X32 0.368464203389081 0.71252713202901
X17 X32 1.47088257797394 0.141322875010613
X18 X32 -0.540226896165444 0.589040566253755
X19 X32 1.85951001952279 0.0629548803809684
X20 X32 -0.951235986730563 0.341484594098142
X21 X32 1.17117689503164 0.241527680439925
X22 X32 0.610081149442846 0.541808053123015
X23 X32 1.32466582598042 0.185282012561571
X24 X32 -1.85363640691407 0.0637911953305108
X25 X32 -0.233521774756026 0.815356263085276
X26 X32 0.855244535218364 0.392415785983242
X29 X32 0.152004597288204 0.87918330967765
X30 X32 0.297076006322396 0.766408482080081
X31 X32 -0.958548076399634 0.337786460896303
X1 X33 0.53761234570494 0.590844705202114
X2 X33 0.455194610648124 0.648969237389528
X3 X33 1.03578147939292 0.300304099822539
X4 X33 0.538938323292919 0.58992941269318
X5 X33 -1.82201624190995 0.0684525212544584
X7 X33 -0.152808926644856 0.87854895797076
X8 X33 -0.49490568246966 0.620666699332481
X9 X33 -1.24931115409213 0.211551289830713
X10 X33 0.559776688465027 0.575631766138375
X11 X33 1.60845196299098 0.107736228890362
X12 X33 -1.71954921535819 0.0855144142630795
X13 X33 -1.1542860968496 0.248382894589812
X14 X33 -1.09887952051628 0.271820620562443
X15 X33 0.269400043696087 0.787621852539064
X16 X33 1.03822510779056 0.299165266048437
X17 X33 -0.569873554579344 0.56876346261595
X19 X33 0.825725830235614 0.408959636229351
X20 X33 2.50283386543612 0.0123203361797714
X21 X33 -0.846300855616226 0.397384930671263
X22 X33 0.310936921157155 0.755848575686553
X25 X33 -0.522272228264505 0.60148080263482
X26 X33 0.416433853111949 0.677092560810479
X27 X33 -1.10907533504226 0.267397684204576
X28 X33 -1.60595322372668 0.108284187941817
X29 X33 0.582372578373783 0.560315747963177
X30 X33 -1.27223129101311 0.203290952886081
X31 X33 -1.32439023559366 0.185373475793526
X32 X33 -1.37180568412378 0.170123937307504
X0 X34 0.77730370483766 0.43697960975999
X1 X34 -1.84311499053926 0.0653122230934036
X2 X34 0.555846754960125 0.578315619951287
X3 X34 1.31550341647187 0.18834076989178
X4 X34 0.335119361786076 0.737535047907063
X5 X34 -0.401590839237224 0.687985172818824
X6 X34 0.665112519989056 0.505978527374909
X7 X34 0.476672031314622 0.633595681983921
X8 X34 -0.302566291758034 0.762220406290561
X9 X34 -0.341247197662568 0.732917494746467
X10 X34 0.995446368066837 0.319519216481072
X11 X34 -0.511591678434978 0.60893681068116
X12 X34 0.160421677803338 0.872548914341239
X13 X34 -0.546766033908428 0.584539481152114
X14 X34 -0.322922837331217 0.746753680415746
X15 X34 0.392761459013823 0.694495673006919
X16 X34 -0.818531264716215 0.413053897184606
X17 X34 -1.61418863264587 0.106486516886722
X18 X34 -0.877331279296955 0.380306727361279
X19 X34 2.04474982991132 0.0408795282298583
X20 X34 -0.943724404437567 0.345310499636979
X21 X34 -2.1149712427383 0.0344323983657943
X22 X34 0.873750603626706 0.382254086311132
X23 X34 1.5231898905389 0.127711204589143
X24 X34 -0.153745894234304 0.8778100965939
X25 X34 -0.580542946699363 0.561548533984522
X26 X34 2.25168445194165 0.0243422198975927
X27 X34 -0.651785140978928 0.514539788572702
X28 X34 -0.77972187509927 0.435554600042128
X29 X34 0.857408648660388 0.391219081205205
X30 X34 -0.615648317076648 0.53812665475548
X31 X34 -0.909577110380971 0.363045574566498
X32 X34 1.84173784734431 0.0655135052656898
X33 X34 -0.647024949548724 0.517615796192568
X0 X35 0.145838693312639 0.884048729597136
X1 X35 -1.54309501263003 0.122807724653188
X2 X35 0.644190271561533 0.519452058598595
X3 X35 -1.40617851570502 0.159671122131297
X4 X35 -0.492551850193588 0.622329276952376
X5 X35 0.19663596451425 0.844112424418748
X6 X35 0.874003907071716 0.382116125995565
X7 X35 1.1401608070061 0.254219312562115
X8 X35 0.783191056837188 0.433514925812445
X9 X35 -0.162587835094434 0.870842965727105
X10 X35 1.43436718544493 0.151467506792805
X11 X35 -0.976725519650432 0.32870505760929
X12 X35 1.07240135751903 0.283539798483458
X13 X35 0.604689757872567 0.545385154732725
X14 X35 -0.514818223135834 0.606680049951505
X15 X35 0.465862290566421 0.641314074663181
X17 X35 0.415769749771464 0.677578496382963
X18 X35 -1.48976712092039 0.136285479051545
X20 X35 -1.10766609655349 0.26800604651089
X21 X35 1.10057323762229 0.27108243850712
X22 X35 0.93361443497374 0.350502816537583
X23 X35 1.45884879441258 0.144606729273822
X24 X35 0.318867188525585 0.749827226293344
X25 X35 -0.239496286162125 0.810720775898273
X26 X35 -0.623183027955373 0.533164253425611
X27 X35 0.547960193468429 0.583719235938545
X28 X35 -0.980138030568397 0.327017988755132
X29 X35 -0.262103337955878 0.793241773404179
X30 X35 -0.56867553248302 0.569576355280433
X31 X35 0.28344693795048 0.776834251714323
X32 X35 -0.711403509313705 0.476834224972091
X33 X35 -0.24735275974748 0.804635230628705
X34 X35 -1.69720851003126 0.0896572467962313
X0 X36 0.255891983441858 0.798034244879066
X1 X36 -0.245005737634287 0.806451988747249
X2 X36 0.210541445921066 0.833245107334169
X3 X36 -0.187723512404354 0.851093397705119
X4 X36 -0.23298451445182 0.815773430592084
X5 X36 0.919348387741287 0.357913376005329
X6 X36 0.158983635293098 0.87368176698492
X7 X36 0.138893598817006 0.889534229343021
X8 X36 0.186513740524223 0.852041904535244
X9 X36 -0.882140114077982 0.377701041864816
X10 X36 1.15664299309067 0.247418249310137
X11 X36 2.7872244000387 0.00531616521575695
X12 X36 -0.828397616871197 0.407445355732434
X13 X36 -0.550482082172387 0.581988763184046
X14 X36 0.519937943766527 0.603106828057242
X15 X36 -0.305389068066917 0.760069846795761
X16 X36 -0.391712181905525 0.695270888064597
X17 X36 -1.86785451990206 0.061782351671749
X18 X36 0.471832516095531 0.637046339632945
X19 X36 0.251594138500015 0.80135478971782
X20 X36 0.597963994487241 0.549863957949623
X21 X36 1.03320603990661 0.301507486955152
X22 X36 -0.786166088542543 0.431770190308278
X24 X36 0.183190348206569 0.854648667237249
X25 X36 -0.529514423391216 0.596448641574869
X26 X36 -0.551934055734554 0.580993534637397
X27 X36 2.45648218300333 0.0140304759317423
X28 X36 -0.608935450925572 0.542567225010679
X29 X36 -0.712436250582176 0.476194674437898
X30 X36 1.58416660988151 0.113155809522013
X31 X36 -1.33827030339677 0.180808338701656
X32 X36 1.56591286704474 0.117369017137822
X33 X36 -0.465577125685632 0.641518219303443
X34 X36 -0.906334397695659 0.364758884225202
X35 X36 0.232521617595619 0.816132898858033
X0 X37 -0.675598664407358 0.499295489732013
X1 X37 -0.164062692241074 0.869681791075289
X2 X37 -0.340243025190199 0.73367351945997
X3 X37 0.538099367217225 0.590508449303085
X4 X37 0.802866289378112 0.422052022336476
X5 X37 0.155776578325934 0.876209133011842
X6 X37 -2.02461757252788 0.0429066484272563
X7 X37 0.717941012186373 0.472793658795892
X9 X37 0.439151858846779 0.660551504875073
X10 X37 -0.51866165945939 0.603996702792689
